internal_record_id,functional_record_id,head_individual_id,head_name,headship_type,size_total,size_adults,size_children_u5,size_school_age,size_elderly,number_of_female_members,number_of_male_members,country,region,district,ward,village,latitude,longitude,altitude,plus_code,address_line_1,address_line_2,postal_code,country_code,dwelling_type,roof_material,wall_material,floor_material,tenure_status,water_source_type,water_distance_minutes,sanitation_type,lighting_source,cooking_fuel_type,assets,programs,score_type,score_definition_id,triggered_by_cr_id,triggered_by_submission_id,computed_score,computed_at
h082,HH-0082,i0372,Kenneth Romero,MALE_HEADED,3,3,0,0,0,1,2,kamuntu,faraja,sihaya,kusoma,bieke,13.8655,67.8973,174,38AB+78,158 Laura Place Suite 696,Sector 4,000372,KM,SEMI_PERMANENT,METAL_SHEET,MUD_BRICK,CEMENT,OWNED,WELL,26,PIT_LATRINE,SOLAR,CHARCOAL,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2024-10-06"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2023-11-16"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0082,,4.01,2026-04-01 10:01:22
h083,HH-0083,i0375,Joseph Price,MALE_HEADED,3,3,0,0,0,2,1,kamuntu,faraja,asilani,usawa,asaante,15.9962,65.9855,217,59AB+59,35494 Robbins Key Apt. 909,Sector 7,000375,KM,SEMI_PERMANENT,METAL_SHEET,BAMBOO,EARTH,OWNED,PIPED,29,FLUSH_TOILET,SOLAR,OTHER,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0083,,1.66,2026-04-01 10:01:23
h084,HH-0084,i0378,Donna Salas,FEMALE_HEADED,3,2,0,1,0,1,2,kamuntu,chakula,makali,mwali,biluni,16.5066,71.496,127,65AB+14,762 Derrick Valley,Sector 1,000378,KM,SEMI_PERMANENT,METAL_SHEET,BAMBOO,TILE,RENTED,PUBLIC_TAP,44,SHARED,KEROSENE,GAS,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0084,,3.13,2026-04-01 10:01:24
h085,HH-0085,i0381,Paula Harrison,FEMALE_HEADED,3,3,0,0,0,2,1,kamuntu,kilima,karamu,uzima,billyu,12.495,69.5435,97,24AB+95,565 Roberts Camp Suite 940,Sector 4,000381,KM,TEMPORARY,TARPAULIN,MUD_BRICK,CEMENT,HOSTED,WELL,31,PIT_LATRINE,KEROSENE,GAS,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]","[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2024-11-16"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0085,,2.47,2026-04-01 10:01:25
h086,HH-0086,i0384,Randy Young,MALE_HEADED,3,3,0,0,1,2,1,kamuntu,faraja,zawadi,kujua,bilina,17.7059,69.7628,240,77AB+97,239 Brown Greens Apt. 027,Sector 7,000384,KM,PERMANENT,THATCH,BAMBOO,TILE,RENTED,WELL,42,PIT_LATRINE,KEROSENE,ELECTRICITY,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]","[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2025-11-26"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2025-11-16"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0086,,3.86,2026-04-01 10:01:26
h087,HH-0087,i0387,Sandra Connor Smith,FEMALE_HEADED,3,3,0,0,0,2,1,kamuntu,chakula,mfumo,haraka,bilovi,18.7345,65.7401,252,87AB+57,3009 Brian Ranch Apt. 911,Sector 1,000387,KM,TEMPORARY,METAL_SHEET,MUD_BRICK,CEMENT,OWNED,SPRING,13,SHARED,KEROSENE,GAS,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2025-08-04"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0087,,4.29,2026-04-01 10:01:27
h088,HH-0088,i0390,Matthew Rodriguez,MALE_HEADED,3,2,0,1,0,1,2,kamuntu,kilima,nyani,shimo,bilini,10.7457,66.7376,111,07AB+67,410 Chad Stream Suite 707,Sector 4,000390,KM,PERMANENT,METAL_SHEET,MUD_BRICK,EARTH,RENTED,PUBLIC_TAP,45,FLUSH_TOILET,SOLAR,OTHER,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0088,,1.54,2026-04-01 10:01:28
h089,HH-0089,i0393,Angela Stevens,FEMALE_HEADED,3,2,0,1,0,1,2,kamuntu,jasiri,baraka,umani,bimala,15.6313,71.7221,217,56AB+17,346 Crystal Knolls Suite 173,Sector 7,000393,KM,PERMANENT,TILE,BAMBOO,TILE,HOSTED,PUBLIC_TAP,25,SHARED,KEROSENE,ELECTRICITY,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0089,,4.59,2026-04-01 10:01:29
h090,HH-0090,i0396,Tammy Johnson,FEMALE_HEADED,3,3,0,0,0,1,2,kamuntu,jasiri,ndoto,pamoja,biluxu,13.4683,67.3967,96,34AB+73,20204 Stephen Extension,Sector 1,000396,KM,PERMANENT,TARPAULIN,BAMBOO,CEMENT,HOSTED,PIPED,36,PIT_LATRINE,SOLAR,OTHER,[],"[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2024-01-14"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2024-07-12"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0090,,4.25,2026-04-01 10:01:30
h091,HH-0091,i0399,Andrew Garcia,MALE_HEADED,3,3,0,0,0,1,2,kamuntu,jasiri,ndoto,habari,biluzo,12.4772,68.4943,260,24AB+84,02194 Steele Turnpike,Sector 4,000399,KM,PERMANENT,THATCH,BAMBOO,EARTH,HOSTED,PUBLIC_TAP,12,FLUSH_TOILET,SOLAR,CHARCOAL,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0091,,2.97,2026-04-01 10:01:31
h092,HH-0092,i0402,Mary Hill,FEMALE_HEADED,3,2,1,0,1,1,2,kamuntu,kilima,pembe,jumba,bevu,15.0448,71.0549,287,50AB+10,20054 Ryan Isle Suite 010,Sector 7,000402,KM,PERMANENT,METAL_SHEET,BAMBOO,CEMENT,RENTED,PUBLIC_TAP,44,FLUSH_TOILET,SOLAR,FIREWOOD,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2025-12-05"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2023-04-15"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0092,,2.39,2026-04-01 10:01:32
h093,HH-0093,i0405,Samuel George Ellis,MALE_HEADED,3,2,0,1,0,1,2,kamuntu,chakula,makali,sura,biluqu,12.4972,66.4724,139,24AB+64,831 Vincent Overpass,Sector 1,000405,KM,PERMANENT,METAL_SHEET,BRICK,TILE,OWNED,PIPED,27,PIT_LATRINE,KEROSENE,FIREWOOD,[],[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0093,,3.38,2026-04-01 10:01:33
h094,HH-0094,i0408,Justin Jessica Smith,MALE_HEADED,3,2,0,1,0,2,1,kamuntu,chakula,njia,wingu,bilufu,17.8295,67.8268,146,78AB+78,74279 Tiffany Mountain,Sector 4,000408,KM,PERMANENT,THATCH,STONE,EARTH,RENTED,WELL,8,SHARED,KEROSENE,GAS,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0094,,2.49,2026-04-01 10:01:34
h095,HH-0095,i0411,Amanda Richardson,FEMALE_HEADED,3,3,0,0,0,2,1,kamuntu,jasiri,simba,tanzu,biluta,14.7247,65.7529,135,47AB+57,81793 Luke Grove Suite 401,Sector 7,000411,KM,TEMPORARY,THATCH,BAMBOO,CEMENT,RENTED,SPRING,14,FLUSH_TOILET,SOLAR,CHARCOAL,[],"[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2024-09-07"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2024-04-20"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0095,,3.72,2026-04-01 10:01:35
h096,HH-0096,i0414,Joseph Burton,MALE_HEADED,3,3,0,0,0,1,2,kamuntu,chakula,rafiki,eneza,biluma,19.5307,70.5239,188,95AB+05,8275 Wallace Rue Apt. 431,Sector 1,000414,KM,TEMPORARY,TARPAULIN,BRICK,TILE,HOSTED,PIPED,42,PIT_LATRINE,SOLAR,OTHER,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0096,,3.51,2026-04-01 10:01:36
h097,HH-0097,i0417,Travis Eric Reilly,MALE_HEADED,3,2,1,0,1,1,2,kamuntu,kilima,nyani,pika,bilili,15.8302,70.8405,232,58AB+08,474 Lauren Stream Suite 517,Sector 4,000417,KM,SEMI_PERMANENT,TILE,BAMBOO,TILE,OWNED,WELL,29,FLUSH_TOILET,KEROSENE,CHARCOAL,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0097,,1.55,2026-04-01 10:01:37
h098,HH-0098,i0420,Larry Hunt,MALE_HEADED,3,2,1,0,0,2,1,kamuntu,chakula,rafiki,nguvu,bilumu,10.7109,67.7457,274,07AB+77,6504 Bell Mission Apt. 376,Sector 7,000420,KM,SEMI_PERMANENT,THATCH,BAMBOO,EARTH,RENTED,SPRING,24,SHARED,SOLAR,CHARCOAL,[],"[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2025-12-28"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0098,,2.7,2026-04-01 10:01:38
h099,HH-0099,i0423,Dylan Henry,MALE_HEADED,3,2,0,1,0,2,1,kamuntu,kilima,nyani,mbegu,bilixi,13.075,71.1192,282,30AB+11,478 Walker Turnpike Apt. 244,Sector 1,000423,KM,TEMPORARY,THATCH,MUD_BRICK,EARTH,RENTED,PIPED,27,FLUSH_TOILET,SOLAR,FIREWOOD,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2024-07-15"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0099,,1.14,2026-04-01 10:01:39
h100,HH-0100,i0426,Sherry Taylor,FEMALE_HEADED,3,3,0,0,1,2,1,kamuntu,chakula,rafiki,nguvu,bilumi,18.2423,71.2053,167,82AB+12,44818 Katie Falls Apt. 928,Sector 4,000426,KM,SEMI_PERMANENT,THATCH,BAMBOO,TILE,OWNED,WELL,40,PIT_LATRINE,KEROSENE,CHARCOAL,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2024-08-05"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2025-03-12"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0100,,3.38,2026-04-01 10:01:40
