internal_record_id,functional_record_id,household_id,first_name,middle_name,last_name,full_name,given_name,gender,birth_date,estimated_age,marital_status,phone_numbers,emails,foundational_id,foundational_id_masked,education_level,language_code,image_file,country,region,district,ward,village,latitude,longitude,altitude,plus_code,address_line_1,address_line_2,postal_code,country_code,primary_livelihood,secondary_livelihood,employment_status,coping_strategies_index,mobile_phone_type,disability_status,orphanhood_flag,chronic_illness_flag,displacement_status,pastoralist_classification,high_mobility_indicator,plw_status,plw_status_date,livestock,land,shocks,disabilities,programs
i0395,IND-0395,h089,Robert,,Stevens,Robert Stevens,Robert Stevens,MALE,1978-10-05,47,DIVORCED,"[{""type"": ""mobile"", ""number"": ""+10000000395"", ""is_primary"": true}]",johnsonbrian@example.net,1417124022,XXXXXX4022,CAN_READ_AND_WRITE,en,images/IND-0395.jpg,kamuntu,jasiri,baraka,umani,bimala,15.7025,71.6832,98,57AB+16,1387 Joyce Fort,Sector 9,000395,KM,CRAFT,,SELF_EMPLOYED,0,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 3.56, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 7.31, ""productive_assets"": ""[\""TRACTOR\""]""}, {""land_access"": ""TRUE"", ""land_size"": 1.25, ""productive_assets"": null}]",[],[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-09-01"", ""program_exit_date"": null}]"
i0396,IND-0396,h090,Tammy,,Johnson,Tammy Johnson,Tammy Johnson,FEMALE,1967-07-30,58,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000396"", ""is_primary"": true}]",tracysmith@example.net,8152161448,XXXXXX1448,HIGHER_EDUCATION,en,images/IND-0396.jpg,kamuntu,jasiri,ndoto,pamoja,biluxu,13.4683,67.3967,96,34AB+73,20204 Stephen Extension,Sector 1,000396,KM,AGRICULTURE,,SELF_EMPLOYED,6,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_11_20""}]",[],"[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-09-04"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],[]
i0397,IND-0397,h090,Sara,,Johnson,Sara Johnson,Sara Johnson,MALE,1988-01-15,38,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000397"", ""is_primary"": true}]",wilsonbrooke@example.net,6891490448,XXXXXX0448,CAN_READ_AND_WRITE,en,images/IND-0397.jpg,kamuntu,jasiri,ndoto,pamoja,biluxu,13.4564,67.4231,235,34AB+74,36565 Theresa Ports,Sector 2,000397,KM,WAGE_LABOR,,SELF_EMPLOYED,4,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 0.63, ""productive_assets"": ""[\""OTHER\""]""}]",[],"[{""disability_domain"": ""MOBILITY"", ""disability_severity"": ""A_LOT_OF_DIFFICULTY""}, {""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""SOME_DIFFICULTY""}]",[]
i0398,IND-0398,h090,Joshua,,Johnson,Joshua Johnson,Joshua Johnson,MALE,1984-10-17,41,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000398"", ""is_primary"": true}]",kathrynwatkins@example.com,9425230216,XXXXXX0216,BASIC,en,images/IND-0398.jpg,kamuntu,jasiri,ndoto,pamoja,biluxu,13.4247,67.4197,235,34AB+74,42625 Samuel Prairie,Sector 3,000398,KM,WAGE_LABOR,BUSINESS_TRADE,SELF_EMPLOYED,6,SMARTPHONE,,,,,,,,,[],[],"[{""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-08-09"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SELL_ASSETS""}, {""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-10-18"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_BORROW""}]",[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-02-02"", ""program_exit_date"": null}]"
i0399,IND-0399,h091,Andrew,,Garcia,Andrew Garcia,Andrew Garcia,MALE,1994-10-04,31,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000399"", ""is_primary"": true}]",bstrickland@example.com,2352505293,XXXXXX5293,HIGHER_EDUCATION,en,images/IND-0399.jpg,kamuntu,jasiri,ndoto,habari,biluzo,12.4772,68.4943,260,24AB+84,02194 Steele Turnpike,Sector 4,000399,KM,AGRICULTURE,,RETIRED,2,BASIC,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-07-01"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-06-24"", ""program_exit_date"": null}]"
i0400,IND-0400,h091,Raymond,Jamie,Garcia,Raymond Jamie Garcia,Raymond Jamie Garcia,FEMALE,1997-12-29,28,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000400"", ""is_primary"": true}]",alexandra63@example.org,3500339713,XXXXXX9713,HIGHER_EDUCATION,en,images/IND-0400.jpg,kamuntu,jasiri,ndoto,habari,biluzo,12.4233,68.4811,73,24AB+84,279 Courtney Tunnel,Sector 5,000400,KM,AGRICULTURE,,RETIRED,1,NONE,,,,,,,,,[],[],[],[],[]
i0401,IND-0401,h091,Eric,,Garcia,Eric Garcia,Eric Garcia,MALE,1969-09-08,56,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000401"", ""is_primary"": true}]",,4898351305,XXXXXX1305,INTERMEDIARY,en,images/IND-0401.jpg,kamuntu,jasiri,ndoto,habari,biluzo,12.4595,68.43,237,24AB+84,18195 Steven Road,Sector 6,000401,KM,GOVT_EMPLOYMENT,,UNEMPLOYED,0,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.69, ""productive_assets"": ""[\""OTHER\"", \""PLOUGH\""]""}]","[{""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-06-20"", ""shock_period"": ""2025-Q2"", ""coping_strategy"": ""CS_BORROW""}, {""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-08-24"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-01-03"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2025-12-21"", ""program_exit_date"": null}]"
i0402,IND-0402,h092,Mary,,Hill,Mary Hill,Mary Hill,FEMALE,1971-03-02,55,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000402"", ""is_primary"": true}]",danielhernandez@example.com,4308800114,XXXXXX0114,INTERMEDIARY,en,images/IND-0402.jpg,kamuntu,kilima,pembe,jumba,bevu,15.0448,71.0549,287,50AB+10,20054 Ryan Isle Suite 010,Sector 7,000402,KM,AGRICULTURE,UNEMPLOYED,EMPLOYED,3,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""TRACTOR\"", \""OTHER\""]""}]",[],[],[]
i0403,IND-0403,h092,Tim,,Hill,Tim Hill,Tim Hill,MALE,2023-06-14,3,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000403"", ""is_primary"": true}]",,3426282426,XXXXXX2426,,en,images/IND-0403.jpg,kamuntu,kilima,pembe,jumba,bevu,15.0027,71.0398,89,50AB+10,8113 Watkins Islands,Sector 8,000403,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0404,IND-0404,h092,Jason,,Hill,Jason Hill,Jason Hill,MALE,1945-07-13,80,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000404"", ""is_primary"": true}]",jerry15@example.org,1386903346,XXXXXX3346,ILLITERATE,en,images/IND-0404.jpg,kamuntu,kilima,pembe,jumba,bevu,15.0132,71.0486,87,50AB+10,63631 Richards Center,Sector 9,000404,KM,CRAFT,,EMPLOYED,2,SMARTPHONE,YES,FALSE,TRUE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0405,IND-0405,h093,Samuel,George,Ellis,Samuel George Ellis,Samuel George Ellis,MALE,2003-09-01,22,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000405"", ""is_primary"": true}]",jeffrey49@example.org,1384806111,XXXXXX6111,BASIC,en,images/IND-0405.jpg,kamuntu,chakula,makali,sura,biluqu,12.4972,66.4724,139,24AB+64,831 Vincent Overpass,Sector 1,000405,KM,SERVICES,UNEMPLOYED,SELF_EMPLOYED,4,NONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2025-06-18"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-12-14"", ""program_exit_date"": null}]"
i0406,IND-0406,h093,Scott,,Ellis,Scott Ellis,Scott Ellis,FEMALE,2013-08-21,12,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000406"", ""is_primary"": true}]",,5921252890,XXXXXX2890,BASIC,en,images/IND-0406.jpg,kamuntu,chakula,makali,sura,biluqu,12.4345,66.5118,101,24AB+65,4063 Mark Prairie Apt. 929,Sector 2,000406,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0407,IND-0407,h093,Steven,,Ellis,Steven Ellis,Steven Ellis,MALE,1977-12-27,48,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000407"", ""is_primary"": true}]",williamsthomas@example.net,2235598059,XXXXXX8059,ILLITERATE,en,images/IND-0407.jpg,kamuntu,chakula,makali,sura,biluqu,12.4643,66.5104,128,24AB+65,8671 Simpson Corner,Sector 3,000407,KM,GOVT_EMPLOYMENT,,RETIRED,3,NONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-02-11"", ""program_exit_date"": null}]"
i0408,IND-0408,h094,Justin,Jessica,Smith,Justin Jessica Smith,Justin Jessica Smith,MALE,1995-09-11,30,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000408"", ""is_primary"": true}]",davidphillips@example.net,5261905194,XXXXXX5194,HIGHER_EDUCATION,en,images/IND-0408.jpg,kamuntu,chakula,njia,wingu,bilufu,17.8295,67.8268,146,78AB+78,74279 Tiffany Mountain,Sector 4,000408,KM,UNEMPLOYED,SERVICES,EMPLOYED,5,NONE,,,,,,,,,[],[],[],"[{""disability_domain"": ""COGNITION"", ""disability_severity"": ""A_LOT_OF_DIFFICULTY""}, {""disability_domain"": ""COMMUNICATION"", ""disability_severity"": ""SOME_DIFFICULTY""}]","[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-07-13"", ""program_exit_date"": null}]"
i0409,IND-0409,h094,Raymond,Richard,Smith,Raymond Richard Smith,Raymond Richard Smith,FEMALE,2016-12-23,9,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000409"", ""is_primary"": true}]",,7949105797,XXXXXX5797,ILLITERATE,en,images/IND-0409.jpg,kamuntu,chakula,njia,wingu,bilufu,17.7653,67.8255,52,77AB+78,701 Barry Isle Apt. 464,Sector 5,000409,KM,,,,,,YES,FALSE,FALSE,IDP,SETTLED,FALSE,NO,,[],[],[],[],[]
i0410,IND-0410,h094,Melissa,,Smith,Melissa Smith,Melissa Smith,FEMALE,1986-09-09,39,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000410"", ""is_primary"": true}]",kristinmiller@example.com,1463390201,XXXXXX0201,INTERMEDIARY,en,images/IND-0410.jpg,kamuntu,chakula,njia,wingu,bilufu,17.7892,67.8483,148,77AB+78,501 Diaz River,Sector 6,000410,KM,GOVT_EMPLOYMENT,AGRICULTURE,UNEMPLOYED,2,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_21_PLUS""}]","[{""land_access"": ""TRUE"", ""land_size"": 1.56, ""productive_assets"": ""[\""TRACTOR\"", \""OTHER\""]""}]","[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-09-16"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SELL_ASSETS""}, {""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-03-18"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_BORROW""}]",[],[]
i0411,IND-0411,h095,Amanda,,Richardson,Amanda Richardson,Amanda Richardson,FEMALE,1999-07-09,26,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000411"", ""is_primary"": true}]",castrokim@example.org,1092292243,XXXXXX2243,CAN_READ_AND_WRITE,en,images/IND-0411.jpg,kamuntu,jasiri,simba,tanzu,biluta,14.7247,65.7529,135,47AB+57,81793 Luke Grove Suite 401,Sector 7,000411,KM,UNEMPLOYED,SERVICES,EMPLOYED,1,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 5.61, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 6.81, ""productive_assets"": ""[\""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 9.13, ""productive_assets"": ""[\""OTHER\""]""}]",[],[],[]
i0412,IND-0412,h095,Jake,,Richardson,Jake Richardson,Jake Richardson,MALE,1987-06-22,39,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000412"", ""is_primary"": true}]",,9856264217,XXXXXX4217,HIGHER_EDUCATION,en,images/IND-0412.jpg,kamuntu,jasiri,simba,tanzu,biluta,14.7258,65.7387,258,47AB+57,8847 Marsh Square,Sector 8,000412,KM,BUSINESS_TRADE,GOVT_EMPLOYMENT,RETIRED,4,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_21_PLUS""}]",[],[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-09-06"", ""program_exit_date"": null}, {""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2025-07-25"", ""program_exit_date"": null}]"
i0413,IND-0413,h095,Rhonda,Cameron,Richardson,Rhonda Cameron Richardson,Rhonda Cameron Richardson,FEMALE,1992-09-06,33,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000413"", ""is_primary"": true}]",,9967011296,XXXXXX1296,CAN_READ_AND_WRITE,en,images/IND-0413.jpg,kamuntu,jasiri,simba,tanzu,biluta,14.7382,65.7961,206,47AB+57,16241 Fred Creek Apt. 723,Sector 9,000413,KM,GOVT_EMPLOYMENT,CRAFT,UNEMPLOYED,5,NONE,,,,,,,,,[],[],"[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-11-10"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SEEK_AID""}, {""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-07-15"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]","[{""disability_domain"": ""COGNITION"", ""disability_severity"": ""SOME_DIFFICULTY""}, {""disability_domain"": ""VISION"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0414,IND-0414,h096,Joseph,,Burton,Joseph Burton,Joseph Burton,MALE,1987-12-01,38,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000414"", ""is_primary"": true}]",,3328876246,XXXXXX6246,CAN_READ_AND_WRITE,en,images/IND-0414.jpg,kamuntu,chakula,rafiki,eneza,biluma,19.5307,70.5239,188,95AB+05,8275 Wallace Rue Apt. 431,Sector 1,000414,KM,SERVICES,,EMPLOYED,5,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 6.69, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 5.28, ""productive_assets"": ""[\""PLOUGH\""]""}]","[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-08-22"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],[]
i0415,IND-0415,h096,Alex,,Burton,Alex Burton,Alex Burton,FEMALE,1968-10-04,57,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000415"", ""is_primary"": true}]",robert55@example.com,4307339566,XXXXXX9566,HIGHER_EDUCATION,en,images/IND-0415.jpg,kamuntu,chakula,rafiki,eneza,biluma,19.5756,70.5665,90,95AB+05,4924 Kristina Forks Suite 540,Sector 2,000415,KM,UNEMPLOYED,,RETIRED,2,NONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2023-10-04"", ""program_exit_date"": null}]"
i0416,IND-0416,h096,Charles,Stephanie,Burton,Charles Stephanie Burton,Charles Stephanie Burton,MALE,1977-03-30,49,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000416"", ""is_primary"": true}]",jennifermitchell@example.org,8582485644,XXXXXX5644,BASIC,en,images/IND-0416.jpg,kamuntu,chakula,rafiki,eneza,biluma,19.598,70.5514,155,95AB+05,31059 Scott Land,Sector 3,000416,KM,LIVESTOCK,WAGE_LABOR,RETIRED,5,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_11_20""}]",[],[],[],[]
i0417,IND-0417,h097,Travis,Eric,Reilly,Travis Eric Reilly,Travis Eric Reilly,MALE,2026-01-12,0,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000417"", ""is_primary"": true}]",,3046990957,XXXXXX0957,,en,images/IND-0417.jpg,kamuntu,kilima,nyani,pika,bilili,15.8302,70.8405,232,58AB+08,474 Lauren Stream Suite 517,Sector 4,000417,KM,,,,,,NO,TRUE,FALSE,IDP,SETTLED,FALSE,NO,,[],[],[],[],[]
i0418,IND-0418,h097,Stephanie,Andrea,Reilly,Stephanie Andrea Reilly,Stephanie Andrea Reilly,FEMALE,1990-11-13,35,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000418"", ""is_primary"": true}]",,1830044665,XXXXXX4665,INTERMEDIARY,en,images/IND-0418.jpg,kamuntu,kilima,nyani,pika,bilili,15.7832,70.8565,53,57AB+08,69375 Mark Rest Apt. 983,Sector 5,000418,KM,CRAFT,LIVESTOCK,RETIRED,1,BASIC,,,,,,,,,[],[],[],[],[]
i0419,IND-0419,h097,Richard,,Reilly,Richard Reilly,Richard Reilly,MALE,1956-05-05,70,WIDOWED,"[{""type"": ""mobile"", ""number"": ""+10000000419"", ""is_primary"": true}]",,9528205772,XXXXXX5772,CAN_READ_AND_WRITE,en,images/IND-0419.jpg,kamuntu,kilima,nyani,pika,bilili,15.8667,70.829,133,58AB+08,18718 Lee Island,Sector 6,000419,KM,CRAFT,,UNEMPLOYED,3,BASIC,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_21_PLUS""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_11_20""}]","[{""land_access"": ""TRUE"", ""land_size"": 5.07, ""productive_assets"": null}]",[],[],[]
i0420,IND-0420,h098,Larry,,Hunt,Larry Hunt,Larry Hunt,MALE,1973-06-28,52,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000420"", ""is_primary"": true}]",kerrmichael@example.org,9755342261,XXXXXX2261,CAN_READ_AND_WRITE,en,images/IND-0420.jpg,kamuntu,chakula,rafiki,nguvu,bilumu,10.7109,67.7457,274,07AB+77,6504 Bell Mission Apt. 376,Sector 7,000420,KM,BUSINESS_TRADE,,RETIRED,7,BASIC,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""SHEEP"", ""livestock_counts"": ""BAND_6_10""}]",[],"[{""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-10-11"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-11-04"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-07-28"", ""program_exit_date"": null}]"
i0421,IND-0421,h098,Regina,,Hunt,Regina Hunt,Regina Hunt,FEMALE,2024-04-21,2,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000421"", ""is_primary"": true}]",,1211722336,XXXXXX2336,,en,images/IND-0421.jpg,kamuntu,chakula,rafiki,nguvu,bilumu,10.7291,67.7398,127,07AB+77,629 Douglas Hollow Suite 851,Sector 8,000421,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],"[{""disability_domain"": ""VISION"", ""disability_severity"": ""SOME_DIFFICULTY""}]",[]
i0422,IND-0422,h098,Taylor,,Hunt,Taylor Hunt,Taylor Hunt,FEMALE,1987-09-29,38,DIVORCED,"[{""type"": ""mobile"", ""number"": ""+10000000422"", ""is_primary"": true}]",,4881257367,XXXXXX7367,ILLITERATE,en,images/IND-0422.jpg,kamuntu,chakula,rafiki,nguvu,bilumu,10.7464,67.7646,73,07AB+77,06462 Page Throughway Apt. 326,Sector 9,000422,KM,WAGE_LABOR,,SELF_EMPLOYED,1,NONE,,,,,,,,,[],[],"[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-07-08"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SELL_ASSETS""}, {""shock_type"": ""FLOOD"", ""shock_date"": ""2025-07-24"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_BORROW""}]","[{""disability_domain"": ""HEARING"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}, {""disability_domain"": ""MOBILITY"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0423,IND-0423,h099,Dylan,,Henry,Dylan Henry,Dylan Henry,MALE,2000-12-07,25,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000423"", ""is_primary"": true}]",,2952849519,XXXXXX9519,CAN_READ_AND_WRITE,en,images/IND-0423.jpg,kamuntu,kilima,nyani,mbegu,bilixi,13.075,71.1192,282,30AB+11,478 Walker Turnpike Apt. 244,Sector 1,000423,KM,BUSINESS_TRADE,,SELF_EMPLOYED,1,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""SHEEP"", ""livestock_counts"": ""BAND_11_20""}]",[],[],"[{""disability_domain"": ""HEARING"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}, {""disability_domain"": ""VISION"", ""disability_severity"": ""A_LOT_OF_DIFFICULTY""}]",[]
i0424,IND-0424,h099,Tyler,Thomas,Henry,Tyler Thomas Henry,Tyler Thomas Henry,FEMALE,1972-05-14,54,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000424"", ""is_primary"": true}]",,8332707996,XXXXXX7996,INTERMEDIARY,en,images/IND-0424.jpg,kamuntu,kilima,nyani,mbegu,bilixi,13.1227,71.1475,206,31AB+11,2730 Kathy Park Apt. 959,Sector 2,000424,KM,GOVT_EMPLOYMENT,,EMPLOYED,6,BASIC,,,,,,,,,[],[],"[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-01-21"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_REDUCE_MEALS""}, {""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-07-15"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SELL_ASSETS""}]",[],[]
i0425,IND-0425,h099,Karen,Jonathan,Henry,Karen Jonathan Henry,Karen Jonathan Henry,FEMALE,2013-12-18,12,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000425"", ""is_primary"": true}]",,1644630523,XXXXXX0523,ILLITERATE,en,images/IND-0425.jpg,kamuntu,kilima,nyani,mbegu,bilixi,13.1369,71.0679,232,31AB+10,158 Megan Estates Apt. 257,Sector 3,000425,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],"[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0426,IND-0426,h100,Sherry,,Taylor,Sherry Taylor,Sherry Taylor,FEMALE,1952-07-25,73,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000426"", ""is_primary"": true}]",brianward@example.net,1871241447,XXXXXX1447,INTERMEDIARY,en,images/IND-0426.jpg,kamuntu,chakula,rafiki,nguvu,bilumi,18.2423,71.2053,167,82AB+12,44818 Katie Falls Apt. 928,Sector 4,000426,KM,GOVT_EMPLOYMENT,,EMPLOYED,7,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0427,IND-0427,h100,Frank,,Taylor,Frank Taylor,Frank Taylor,MALE,1996-08-18,29,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000427"", ""is_primary"": true}]",joseph51@example.net,7338134731,XXXXXX4731,HIGHER_EDUCATION,en,images/IND-0427.jpg,kamuntu,chakula,rafiki,nguvu,bilumi,18.221,71.1879,203,82AB+11,02845 Jenkins Estates Apt. 328,Sector 5,000427,KM,CRAFT,,UNEMPLOYED,1,SMARTPHONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-01-10"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2024-05-14"", ""program_exit_date"": null}]"
i0428,IND-0428,h100,Connie,,Taylor,Connie Taylor,Connie Taylor,FEMALE,1982-12-26,43,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000428"", ""is_primary"": true}]",,1793881710,XXXXXX1710,HIGHER_EDUCATION,en,images/IND-0428.jpg,kamuntu,chakula,rafiki,nguvu,bilumi,18.1855,71.2149,87,81AB+12,7112 Timothy Inlet,Sector 6,000428,KM,AGRICULTURE,UNEMPLOYED,RETIRED,5,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 9.1, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 2.7, ""productive_assets"": ""[\""PLOUGH\"", \""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 5.87, ""productive_assets"": ""[\""PLOUGH\""]""}]",[],[],[]
i0429,IND-0429,,Melissa,,Taylor,Melissa Taylor,Melissa Taylor,FEMALE,2019-01-14,7,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000429"", ""is_primary"": true}]",,1765571034,XXXXXX1034,HIGHER_EDUCATION,en,images/IND-0429.jpg,kamuntu,faraja,sihaya,kusoma,bieke,13.8972,67.8911,227,38AB+78,852 Johnson Via Apt. 322,Sector 7,000429,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,PASTORALIST,TRUE,NO,,[],[],[],[],[]
